0,AD,2.1335533553355335,57893.0,53478.0,77265.0
1,AE,2.99033618458303,9991089.0,9792266.0,9890400.0
2,AF,0.7973158681486067,10827184.0,10105500.0,38928341.0
3,AG,,64091.0,,97928.0
4,AI,2.097986935075323,10846.0,10314.0,15002.0
5,AL,1.34785620733734,1335654.0,1261243.0,2862427.0
6,AM,1.0465872759289343,1129669.0,985807.0,2963234.0
7,AO,0.9081978187544086,14220830.0,7814121.0,32866267.0
8,AR,2.599477061113812,41278941.0,37769105.0,44938712.0
9,AT,,6885179.0,,8858775.0
10,AU,3.3352005838772345,41514738.0,21766240.0,25499881.0
11,AW,2.4054005956952587,89751.0,83532.0,106766.0
12,AZ,1.489099556916613,5373253.0,4862494.0,10139175.0
13,BA,0.8033229548145812,943394.0,846080.0,3280815.0
14,BB,1.6442438520240386,163476.0,154516.0,287371.0
15,BD,2.2731389065924184,131389148.0,121486348.0,164689383.0
16,BE,2.294307748081951,8825422.0,8728532.0,11455519.0
17,BF,0.3601780065308417,2677083.0,2425909.0,20903278.0
18,BG,,,2070708.0,7000039.0
19,BH,2.1696631901000423,1240402.0,1225730.0,1701583.0
20,BI,0.004654109767894977,18845.0,18248.0,11890781.0
21,BJ,0.7541552154802718,3682329.0,2730222.0,12123198.0
22,BM,2.3102789330849647,48554.0,47657.0,62273.0
23,BN,3.0589828633341183,449429.0,444412.0,437483.0
24,BO,1.6758375225487747,7329134.0,6116483.0,11673029.0
25,BQ,2.005301094542542,19109.0,16736.0,26221.0
26,BR,2.420459928922742,181322176.0,166584678.0,212559409.0
27,BS,1.2717928635364961,172588.0,163771.0,393248.0
28,BT,2.6508439474761927,695693.0,674865.0,771612.0
29,BW,1.8073536384415032,1502742.0,1373738.0,2351625.0
30,BY,2.039610570960601,6498901.0,6387017.0,9449321.0
31,BZ,1.734392801185048,250319.0,219656.0,397621.0
32,CA,2.5517463668014524,33179054.0,31564679.0,37742157.0
33,CD,0.11315424443323822,4386801.0,2873726.0,89561404.0
34,CF,0.8720763581823046,1455323.0,1378300.0,4829764.0
35,CG,0.36316864597400694,695760.0,654119.0,5518092.0
36,CH,2.103415437741609,6039338.0,5966676.0,8544527.0
37,CI,1.0750234804967345,10721755.0,8817755.0,26378275.0
38,CK,2.5280687770439534,15033.0,14685.0,17564.0
39,CL,3.0390134222692464,18064915.0,17671358.0,17574003.0
40,CM,0.15155603901232975,1569870.0,1226658.0,26545864.0
41,CN,,,,1439323774.0
42,CO,2.2717559405634318,42633866.0,36479814.0,50882884.0
43,CR,2.521931782445387,4463636.0,4191686.0,5094114.0
44,CU,2.7087031113264546,10701102.0,9989669.0,11326616.0
45,CV,1.7502518039957697,356355.0,308382.0,555988.0
46,CW,1.8776782449725777,108473.0,99827.0,164100.0
47,CY,2.2382158216872035,669347.0,645552.0,875899.0
48,CZ,1.8712710097842213,6973846.0,6477408.0,10649800.0
49,DE,2.3087483255231533,64774275.0,63448097.0,83019213.0
50,DJ,0.6445260232266736,225843.0,205475.0,988002.0
51,DK,2.476678158640915,4816890.0,4781452.0,5806081.0
52,DM,1.305774332902724,32872.0,30566.0,71991.0
53,DO,1.7842671727183426,7276353.0,6039603.0,10847904.0
54,DZ,0.4743901530460746,7840131.0,6481186.0,43851043.0
55,EC,2.4606698044443536,15237333.0,14088206.0,17643060.0
56,EE,1.9309921347805739,866529.0,845844.0,1324820.0
57,EG,1.2843862097871426,52691386.0,39372755.0,102334403.0
58,ES,2.611413326697497,41296128.0,40637968.0,46937060.0
59,ET,1.0135901557626297,43111242.0,36707357.0,114963583.0
60,FI,2.3933252735315613,4521589.0,4342293.0,5517919.0
61,FJ,2.2153809942394616,709581.0,638192.0,896444.0
62,FK,1.7749066896353718,2632.0,1775.0,3483.0
63,FO,2.5274736518980867,41715.0,40895.0,48865.0
64,FR,2.41559646075815,54555905.0,53660089.0,67012883.0
65,GA,0.37040195387756275,310170.0,257122.0,2225728.0
66,GB,2.3303380047435516,53808854.0,50750722.0,66647112.0
67,GD,1.0809107795127935,44019.0,38802.0,112519.0
68,GE,1.052378499313768,1645776.0,1276173.0,3989175.0
69,GG,,,,63276.0
70,GH,0.8970935648359046,11371567.0,8251886.0,31072945.0
71,GI,3.7076964174408595,42074.0,41421.0,33691.0
72,GL,2.0828401324596633,41243.0,38502.0,56772.0
73,GM,0.48301873988274746,452514.0,357390.0,2416664.0
74,GN,0.8274017436657796,5118927.0,2873584.0,13132792.0
75,GQ,0.4976339732784028,270109.0,214032.0,1402985.0
76,GR,2.163363310833347,7927038.0,7637083.0,10724599.0
77,GT,1.2520969054454152,8735448.0,6848289.0,17915567.0
78,GW,0.7002009148383281,593076.0,392459.0,1967998.0
79,GY,1.7914752739463917,485891.0,461605.0,786559.0
80,HK,2.6821726271937476,6837496.0,6635360.0,7496988.0
81,HN,1.7687682339371735,6324650.0,5597153.0,9904608.0
82,HR,1.671569134934447,2317765.0,2247981.0,4076246.0
83,HT,0.07035235065752496,358905.0,221645.0,11402533.0
84,HU,1.9262043378551557,6417307.0,6203509.0,9772756.0
85,ID,1.992075342553322,203882351.0,170498655.0,273523621.0
86,IE,2.4870921896155163,4096003.0,4050647.0,4904240.0
87,IL,2.1978928873423396,6717562.0,6153195.0,8655541.0
