0,AD,0.6173170258202291,46147.0,155.0,77265.0
1,AE,0.10561868074092048,1021191.0,2342.0,9890400.0
2,AF,0.007053293126465369,196663.0,7791.0,38928341.0
3,AG,0.10679274569071154,9008.0,145.0,97928.0
4,AI,0.2650313291561125,3856.0,12.0,15002.0
5,AL,0.1278666669927303,330149.0,3586.0,2862427.0
6,AM,0.17750606263292065,439302.0,8669.0,2963234.0
7,AO,0.0037211710109943427,103131.0,1917.0,32866267.0
8,AR,0.24469021275020075,9697763.0,129830.0,44938712.0
9,AS,0.1550265412975343,8217.0,34.0,55197.0
10,AT,,,,8858775.0
11,AU,0.4035547067847101,10144497.0,14610.0,25499881.0
12,AW,0.4238240638405485,42970.0,228.0,106766.0
13,AZ,0.09047718379453949,818634.0,9873.0,10139175.0
14,BA,0.17027537364953524,397602.0,16104.0,3280815.0
15,BB,0.37428620146082936,101979.0,558.0,287371.0
16,BD,0.014026119704389202,2016583.0,29337.0,164689383.0
17,BE,,4511590.0,,11455519.0
18,BF,0.0011958889892771842,21128.0,387.0,20903278.0
19,BG,0.2324101337149693,1250250.0,37663.0,7000039.0
20,BH,0.4055570606899575,674909.0,1518.0,1701583.0
21,BI,0.004207629423164046,49882.0,15.0,11890781.0
22,BJ,0.0024142144671727706,27638.0,163.0,12123198.0
23,BM,0.3131212564032566,18019.0,148.0,62273.0
24,BN,0.5163857795617202,224610.0,130.0,437483.0
25,BO,0.1138280389777152,1106538.0,22218.0,11673029.0
26,BR,0.19486722886023833,34568833.0,685203.0,212559409.0
27,BS,0.11562932297176337,37171.0,830.0,393248.0
28,BT,0.07987045302561391,61419.0,21.0,771612.0
29,BW,0.15049040557061608,326107.0,2779.0,2351625.0
30,BY,0.1127294754829474,994037.0,7118.0,9449321.0
31,BZ,0.189657990900883,68612.0,680.0,397621.0
32,CA,0.12297047569379779,4197701.0,44347.0,37742157.0
33,CD,0.0011943760953099841,92750.0,1422.0,89561404.0
34,CF,0.003319623898807478,14903.0,113.0,4829764.0
35,CG,0.005189293690645245,24775.0,386.0,5518092.0
36,CH,0.490313507113969,4053997.0,13550.0,8544527.0
37,CI,0.003608765167547916,86973.0,822.0,26378275.0
38,CK,0.3643247551810522,6389.0,1.0,17564.0
39,CL,0.2945666391430569,4568495.0,60822.0,17574003.0
40,CM,0.005311637247896697,121652.0,1935.0,26545864.0
41,CN,0.0046939007901081195,6501193.0,25485.0,1439323774.0
42,CO,0.15174841504659994,6304317.0,141708.0,50882884.0
43,CR,0.23456915177006246,1105792.0,8913.0,5094114.0
44,CU,0.10561389209274862,1110948.0,8530.0,11326616.0
45,CV,0.1195097735922358,62346.0,410.0,555988.0
46,CW,0.29381474710542355,45345.0,287.0,164100.0
47,CY,0.6754534483998725,579899.0,1173.0,875899.0
48,CZ,0.4206973839884317,4070913.0,40943.0,10649800.0
49,DE,0.410655217846982,32604993.0,148728.0,83019213.0
50,DJ,0.017793486248003546,15690.0,189.0,988002.0
51,DK,0.5775971778554243,3283706.0,6987.0,5806081.0
52,DM,0.2157491908710811,14852.0,68.0,71991.0
53,DO,0.06319349802505626,641677.0,4384.0,10847904.0
54,DZ,0.007738926529067963,270570.0,6879.0,43851043.0
55,EC,0.07700914693936313,999837.0,35884.0,17643060.0
56,EE,0.47267251400190213,599596.0,2661.0,1324820.0
57,EG,0.0074589578638573776,515348.0,24796.0,102334403.0
58,EH,,,,597330.0
59,ER,0.0031561343290021195,10163.0,103.0,3546427.0
60,ES,0.3090714671945793,13374116.0,113279.0,46937060.0
61,ET,0.004950150170597936,493367.0,7572.0,114963583.0
62,FI,0.24212986816225465,1277473.0,5858.0,5517919.0
63,FJ,0.08588043424909977,68207.0,878.0,896444.0
64,FK,0.5414872236577662,1886.0,0.0,3483.0
65,FM,0.08896636266420914,9933.0,30.0,115021.0
66,FO,0.7149902793410416,34658.0,28.0,48865.0
67,FR,,,154644.0,67012883.0
68,GA,0.023240935100785003,48668.0,306.0,2225728.0
69,GB,0.38179045177531473,23554971.0,189026.0,66647112.0
70,GD,0.19403834019143434,19473.0,236.0,112519.0
71,GE,0.4841116270908145,1762206.0,16900.0,3989175.0
72,GF,0.32786374806650553,93837.0,409.0,298682.0
73,GG,0.49958910171312976,30992.0,62.0,63276.0
74,GH,0.005895997305694713,168616.0,1459.0,31072945.0
75,GI,0.6277344097830281,20069.0,108.0,33691.0
76,GL,0.21455999436341858,11971.0,21.0,56772.0
77,GM,0.006676559091375549,12415.0,372.0,2416664.0
78,GN,0.003208913991784839,37652.0,449.0,13132792.0
79,GQ,0.013345830497118643,16894.0,183.0,1402985.0
80,GR,0.4818596014638869,4838811.0,32894.0,10724599.0
81,GT,0.07308671838295712,1112550.0,19684.0,17915567.0
82,GU,0.31169608313633484,48669.0,394.0,168783.0
83,GW,0.005358745283277727,8796.0,175.0,1967998.0
84,GY,0.10679300599192178,71209.0,1279.0,786559.0
85,HK,,,,7496988.0
86,HN,0.057100593986152706,455669.0,10989.0,9904608.0
87,HR,0.3410434502726283,1222007.0,16817.0,4076246.0
88,HT,0.0037072464512928837,33702.0,857.0,11402533.0
89,HU,0.260370053237797,2070443.0,47409.0,9772756.0
90,ID,0.029179110640685763,6402686.0,157849.0,273523621.0
91,IE,0.3547226481575127,1660635.0,7901.0,4904240.0
92,IL,0.5503459575779261,4646872.0,11667.0,8655541.0
93,IM,0.46062658763759523,38008.0,116.0,85032.0
94,IN,0.036086102001770086,44516479.0,528250.0,1380004385.0
95,IQ,0.06742467021507836,2458509.0,25348.0,40222503.0
96,IR,0.10695411554347899,7540962.0,144243.0,83992953.0
97,IS,0.5810062438548871,205284.0,213.0,356991.0
98,IT,0.39561369464243484,22114423.0,176464.0,60359546.0
99,JE,0.5747867298578199,59270.0,137.0,105500.0
100,JM,0.06205977993091223,150909.0,3286.0,2961161.0
101,JO,0.1845898419506152,1742256.0,14114.0,10203140.0
102,JP,0.16051744586332423,19868288.0,43339.0,126476458.0
103,KE,0.007347004814836167,338308.0,5675.0,53771300.0
104,KG,0.03614701041094597,205920.0,2991.0,6524191.0
105,KH,0.010066349179025432,137739.0,3056.0,16718971.0
106,KI,0.029804263014249117,3430.0,13.0,119446.0
107,KM,0.011576653499617638,8467.0,160.0,869595.0
108,KN,0.1315235373740412,6536.0,46.0,53192.0
109,KP,0.0,0.0,0.0,25778815.0
110,KR,0.4786719538713929,24264470.0,27665.0,51269183.0
111,KW,0.16001988496598693,657745.0,2563.0,4270563.0
112,KY,0.4694917833231893,30545.0,31.0,65720.0
113,KZ,0.08907653509212238,1482094.0,19047.0,18776707.0
114,LA,0.030613055552043033,215157.0,757.0,7275556.0
115,LB,0.19335011564086252,1213200.0,10650.0,6825442.0
116,LC,0.17910569681259497,28959.0,393.0,183629.0
117,LI,0.52764604721455,19390.0,86.0,38378.0
118,LK,0.03912946423359369,670519.0,16737.0,21413250.0
119,LR,0.0021490103065102814,7929.0,294.0,5057677.0
120,LS,0.01929138121938969,34287.0,704.0,2142252.0
121,LT,0.4743341884428513,1232367.0,9301.0,2794184.0
122,LU,0.48833674868951316,288527.0,1126.0,613894.0
123,LV,0.5060771846197437,912002.0,5965.0,1919968.0
124,LY,0.08314002893489968,506909.0,6437.0,6871287.0
125,MA,0.038673785424755705,1264711.0,16276.0,36910558.0
126,MC,0.3847976760778718,14471.0,63.0,39244.0
127,MD,0.1738397203940641,583183.0,11808.0,4033963.0
128,ME,0.4911504993715665,277805.0,2778.0,622182.0
129,MG,0.0029161801521280237,66652.0,1410.0,27691019.0
130,MH,0.25931682265094436,15180.0,17.0,59194.0
131,MK,0.21040983432925783,341889.0,9516.0,2077132.0
132,ML,0.0019641166383567213,32385.0,739.0,20250834.0
