,feature,coefficient
1,Mobility_Retail_and_Recreation,34.33125363943235
2,mobility_Grocery_and_Pharmacy,39.97503605239466
3,mobility_Parks,64.58189731081544
4,mobility_Transit_Stations,35.72300381080733
5,mobility_Workplaces,26.83036241445033
6,mobility_Residential,8.60002520736462
