,date,mob_total,new_confirmed,new_deceased,population,covid_severity
315,2020-12-26,-12630.0,441520.0,10007.0,7756777743.0,6.98215184119141e-05
316,2020-12-27,-8194.0,460952.0,10164.0,7756777743.0,7.252908599936405e-05
317,2020-12-28,-6613.0,568523.0,12215.0,7756777743.0,8.904122599403967e-05
318,2020-12-29,-4928.0,739845.0,14431.0,7756777743.0,0.00011398483098189758
319,2020-12-30,-2684.0,756638.0,14003.0,7756777743.0,0.00011559800083342416
320,2020-12-31,-3802.0,671913.0,12748.0,7756777743.0,0.00010305735532017808
321,2021-01-01,-23827.0,542539.0,10925.0,7756777743.0,8.402831969604882e-05
322,2021-01-02,-12292.0,544161.0,11145.0,7756777743.0,8.45210500702624e-05
323,2021-01-03,-9006.0,542884.0,10459.0,7756777743.0,8.347203200250314e-05
324,2021-01-04,-7411.0,626196.0,11921.0,7756777743.0,9.609737763502141e-05
325,2021-01-05,-7387.0,787891.0,14188.0,7756777743.0,0.00011986562343352681
326,2021-01-06,-8652.0,783416.0,14371.0,7756777743.0,0.00011952463132473693
327,2021-01-07,-8674.0,826647.0,14982.0,7756777743.0,0.00012588564895793224
328,2021-01-08,-9200.0,782526.0,13459.0,7756777743.0,0.00011823414701132039
329,2021-01-09,-8935.0,673883.0,13456.0,7756777743.0,0.00010422407690223799
330,2021-01-10,-9820.0,567756.0,11658.0,7756777743.0,8.822426304757408e-05
331,2021-01-11,-7845.0,622157.0,13256.0,7756777743.0,9.72977472096689e-05
332,2021-01-12,-8615.0,725500.0,15361.0,7756777743.0,0.00011333443204471612
333,2021-01-13,-10004.0,730879.0,15676.0,7756777743.0,0.00011443398656111269
334,2021-01-14,-12316.0,716269.0,14891.0,7756777743.0,0.00011153845432541486
335,2021-01-15,-13432.0,717678.0,13913.0,7757427085.0,0.00011045002300527585
336,2021-01-16,-13800.0,606000.0,14261.0,7756777743.0,9.651043575092416e-05
337,2021-01-17,-14646.0,502472.0,12266.0,7756777743.0,8.059171226920121e-05
338,2021-01-18,-12336.0,533528.0,13494.0,7756777743.0,8.617856823385845e-05
339,2021-01-19,-12556.0,619694.0,15003.0,7756777743.0,9.923244232369905e-05
340,2021-01-20,-12358.0,649980.0,16091.0,7756777743.0,0.00010453954294768556
341,2021-01-21,-11952.0,627671.0,15976.0,7757427085.0,0.00010150672270224762
342,2021-01-22,-11848.0,618041.0,14546.0,7756777743.0,9.843017620158206e-05
343,2021-01-23,-11876.0,521931.0,13919.0,7757427085.0,8.522426221425451e-05
344,2021-01-24,-12446.0,412395.0,12043.0,7756777743.0,6.86915388907257e-05
345,2021-01-25,-10804.0,480329.0,13280.0,7756777743.0,7.904429136870784e-05
346,2021-01-26,-11095.0,568724.0,15353.0,7756777743.0,9.311263309713734e-05
347,2021-01-27,-10684.0,586156.0,15556.0,7756777743.0,9.562166463636935e-05
348,2021-01-28,-10832.0,561557.0,15275.0,7756777743.0,9.208810973662573e-05
349,2021-01-29,-10466.0,551417.0,13729.0,7756777743.0,8.878777023378225e-05
350,2021-01-30,-9797.0,461362.0,13136.0,7756777743.0,7.641343089079664e-05
351,2021-01-31,-10806.0,364956.0,10769.0,7756777743.0,6.093329158831875e-05
352,2021-02-01,-10027.0,417763.0,12100.0,7756777743.0,6.945706295197119e-05
353,2021-02-02,-9667.0,486665.0,13581.0,7756777743.0,8.024917312626937e-05
354,2021-02-03,-10719.0,479891.0,13420.0,7756777743.0,7.916831193908814e-05
355,2021-02-04,-10917.0,485684.0,12891.0,7756777743.0,7.923315845353853e-05
356,2021-02-05,-10454.0,453535.0,12508.0,7756777743.0,7.459476333741331e-05
357,2021-02-06,-10789.0,388151.0,11434.0,7757427085.0,6.477547187928225e-05
358,2021-02-07,-12420.0,316212.0,9163.0,7756777743.0,5.257879154369887e-05
359,2021-02-08,-10652.0,339761.0,10527.0,7756777743.0,5.737317926913818e-05
360,2021-02-09,-9596.0,411795.0,12114.0,7756777743.0,6.870572003702698e-05
361,2021-02-10,-9179.0,429042.0,11894.0,7756777743.0,7.064557193153033e-05
362,2021-02-11,-10515.0,415504.0,12051.0,7756777743.0,6.9102663213951e-05
363,2021-02-12,-10986.0,395518.0,11114.0,7756777743.0,6.53181020246747e-05
364,2021-02-13,-10478.0,341233.0,9683.0,7756777743.0,5.647486811070797e-05
365,2021-02-14,-9360.0,264947.0,8235.0,7756777743.0,4.4773359699962205e-05
366,2021-02-15,-11268.0,304456.0,8723.0,7756777743.0,5.049596791057624e-05
367,2021-02-16,-11478.0,366270.0,9642.0,7756777743.0,5.964976892854103e-05
368,2021-02-17,-11024.0,383709.0,10095.0,7756777743.0,6.248200168393042e-05
369,2021-02-18,-10424.0,383463.0,10092.0,7756777743.0,6.244641989866539e-05
370,2021-02-19,-10036.0,380875.0,10153.0,7756777743.0,6.2191417104266e-05
371,2021-02-20,-9047.0,344936.0,8873.0,7757427085.0,5.590332918997717e-05
372,2021-02-21,-9426.0,281340.0,7389.0,7756777743.0,4.57960781873082e-05
373,2021-02-22,-8959.0,318240.0,8350.0,7756777743.0,5.1792124682513285e-05
374,2021-02-23,-8393.0,414200.0,9561.0,7756777743.0,6.572445632596231e-05
375,2021-02-24,-8343.0,425635.0,9491.0,7756777743.0,6.710840728545547e-05
376,2021-02-25,-8069.0,424335.0,10463.0,7756777743.0,6.819390957506258e-05
377,2021-02-26,-8011.0,411192.0,9319.0,7756777743.0,6.502468121575003e-05
378,2021-02-27,-7181.0,364516.0,8524.0,7756777743.0,5.798232396253409e-05
379,2021-02-28,-6954.0,286127.0,6851.0,7756777743.0,4.571962891679311e-05
380,2021-03-01,-7420.0,329837.0,7812.0,7756777743.0,5.25936172875593e-05
381,2021-03-02,-6905.0,410359.0,9027.0,7756777743.0,6.45408462878527e-05
382,2021-03-03,-6961.0,432880.0,9349.0,7756777743.0,6.785936344186418e-05
383,2021-03-04,-7616.0,443285.0,9023.0,7756777743.0,6.878049335388828e-05
384,2021-03-05,-7710.0,430419.0,9298.0,7756777743.0,6.747634357221778e-05
385,2021-03-06,-6416.0,377728.0,7879.0,7756777743.0,5.885407770152736e-05
386,2021-03-07,-7392.0,347136.0,6781.0,7756777743.0,5.349463575573794e-05
387,2021-03-08,-7661.0,339108.0,7712.0,7756777743.0,5.365991056990377e-05
388,2021-03-09,-7522.0,433836.0,8954.0,7756777743.0,6.747337842344569e-05
389,2021-03-10,-7638.0,470595.0,9753.0,7756777743.0,7.324239765831847e-05
390,2021-03-11,-8289.0,465457.0,9536.0,7756777743.0,7.230025386586612e-05
391,2021-03-12,-8403.0,476348.0,9112.0,7756777743.0,7.315769753904628e-05
392,2021-03-13,-7038.0,421172.0,8255.0,7756777743.0,6.493959433794234e-05
393,2021-03-14,-8761.0,346648.0,6761.0,7756777743.0,5.340593913159902e-05
394,2021-03-15,-7381.0,373960.0,7816.0,7756777743.0,5.828708968849979e-05
395,2021-03-16,-7201.0,515899.0,10286.0,7756777743.0,7.977010822030975e-05
396,2021-03-17,-7227.0,545688.0,9742.0,7756777743.0,8.290916941385412e-05
397,2021-03-18,-7093.0,548784.0,10169.0,7756777743.0,8.385879053799261e-05
398,2021-03-19,-6970.0,537678.0,9745.0,7756777743.0,8.188039170945213e-05
399,2021-03-20,-6350.0,489233.0,10839.0,7756777743.0,7.70452654182746e-05
400,2021-03-21,-8168.0,395231.0,7184.0,7756777743.0,6.0214565309867483e-05
401,2021-03-22,-7626.0,453735.0,8715.0,7756777743.0,6.973063015607408e-05
402,2021-03-23,-7116.0,554688.0,10929.0,7756777743.0,8.559971962574253e-05
403,2021-03-24,-6741.0,632550.0,9730.0,7756777743.0,9.409190570899667e-05
404,2021-03-25,-5833.0,630202.0,10220.0,7757427085.0,9.441300472113945e-05
405,2021-03-26,-5621.0,605967.0,11556.0,7756777743.0,9.301890861203705e-05
406,2021-03-27,-4948.0,559639.0,10270.0,7756777743.0,8.538842054585346e-05
407,2021-03-28,-6666.0,445678.0,7919.0,7756777743.0,6.76657263350958e-05
408,2021-03-29,-4921.0,486707.0,9525.0,7756777743.0,7.502561234594859e-05
409,2021-03-30,-3523.0,626214.0,12036.0,7756777743.0,9.624795562483864e-05
410,2021-03-31,-1996.0,685137.0,11977.0,7756777743.0,0.00010376821750840773
411,2021-04-01,-2495.0,663645.0,12198.0,7756777743.0,0.00010128239148130508
412,2021-04-02,-11895.0,602362.0,10682.0,7756777743.0,9.142739723849788e-05
413,2021-04-03,-6382.0,539599.0,9476.0,7756777743.0,8.1781252604855e-05
414,2021-04-04,-8372.0,509567.0,8152.0,7756777743.0,7.620264748895487e-05
415,2021-04-05,-10399.0,526161.0,8538.0,7756777743.0,7.883956718392208e-05
416,2021-04-06,-4909.0,668952.0,13077.0,7756777743.0,0.0001030997698395701
417,2021-04-07,-5580.0,731273.0,13490.0,7756777743.0,0.0001116666003201737
418,2021-04-08,-4436.0,813835.0,13653.0,7757427085.0,0.00012251033617030767
419,2021-04-09,-4420.0,765262.0,13011.0,7756777743.0,0.00011543092114609271
420,2021-04-10,-4199.0,694592.0,11052.0,7756777743.0,0.00010379464600833285
421,2021-04-11,-4897.0,580654.0,9223.0,7756777743.0,8.674787679809894e-05
422,2021-04-12,-3428.0,656174.0,10503.0,7756777743.0,9.813404808290896e-05
423,2021-04-13,-5814.0,802813.0,13843.0,7756777743.0,0.00012134458807323854
424,2021-04-14,-6251.0,815179.0,13267.0,7756777743.0,0.00012219623036838635
425,2021-04-15,-6059.0,817169.0,13578.0,7756777743.0,0.00012285371987871846
426,2021-04-16,-6021.0,839395.0,13200.0,7756777743.0,0.00012523176919393138
427,2021-04-17,-5166.0,784622.0,12663.0,7756777743.0,0.0001174781629939503
428,2021-04-18,-6070.0,668355.0,10434.0,7756777743.0,9.961546219334546e-05
429,2021-04-19,-5157.0,730412.0,11758.0,7756777743.0,0.00010932271467559568
430,2021-04-20,-3871.0,882274.0,14439.0,7756777743.0,0.0001323570216932539
431,2021-04-21,-4372.0,902559.0,14744.0,7756777743.0,0.00013536535850180282
432,2021-04-22,-4905.0,874113.0,13415.0,7756777743.0,0.00012998477375607333
433,2021-04-23,-4759.0,863326.0,14117.0,7757427085.0,0.0001294882941203952
434,2021-04-24,-4041.0,797862.0,13751.0,7756777743.0,0.00012058770161928565
435,2021-04-25,-5130.0,672409.0,11036.0,7756777743.0,0.0001009141973555191
436,2021-04-26,-4123.0,753259.0,12535.0,7756777743.0,0.00011326984336928938
437,2021-04-27,-4122.0,877573.0,15220.0,7756777743.0,0.00013275783245553281
438,2021-04-28,-3941.0,885802.0,15126.0,7756777743.0,0.0001336975267772604
439,2021-04-29,-3399.0,879948.0,14745.0,7756777743.0,0.000132451648614937
440,2021-04-30,-1977.0,838900.0,13860.0,7756777743.0,0.00012601882281365246
441,2021-05-01,-7469.0,746171.0,13472.0,7756777743.0,0.00011356403769528504
442,2021-05-02,-5493.0,648077.0,11057.0,7756777743.0,9.78044008911601e-05
443,2021-05-03,-4523.0,719588.0,11784.0,7756777743.0,0.00010796080895262542
444,2021-05-04,-2796.0,844706.0,14346.0,7756777743.0,0.00012739387832682935
445,2021-05-05,-3098.0,845194.0,14171.0,7756777743.0,0.0001272311819029001
446,2021-05-06,-3020.0,823056.0,14171.0,7756777743.0,0.00012437716175001147
447,2021-05-07,-1880.0,817021.0,13694.0,7756777743.0,0.00012298418642469025
448,2021-05-08,-1176.0,715656.0,13145.0,7756777743.0,0.00010920849198811445
449,2021-05-09,-602.0,604737.0,10916.0,7756777743.0,9.20352527367755e-05
450,2021-05-10,-1001.0,653941.0,11814.0,7756777743.0,9.953630561308195e-05
451,2021-05-11,419.0,751241.0,13577.0,7756777743.0,0.00011435302510768356
452,2021-05-12,163.0,723540.0,13437.0,7756777743.0,0.00011060133839392386
453,2021-05-13,-4711.0,696234.0,12701.0,7756777743.0,0.00010613221459683121
454,2021-05-14,-1420.0,666241.0,12816.0,7756777743.0,0.00010241378911712361
455,2021-05-15,-1780.0,594040.0,12321.0,7756777743.0,9.24675198599409e-05
456,2021-05-16,-2301.0,515233.0,10818.0,7756777743.0,8.037009962836574e-05
457,2021-05-17,-1242.0,560694.0,11556.0,7757427085.0,8.717503788177727e-05
458,2021-05-18,-543.0,655783.0,13395.0,7756777743.0,0.00010181199283590198
459,2021-05-19,-579.0,640584.0,13022.0,7756777743.0,9.937167539647526e-05
460,2021-05-20,-510.0,636003.0,12828.0,7756777743.0,9.853099125983299e-05
461,2021-05-21,1298.0,601570.0,12168.0,7756777743.0,9.324103693091984e-05
462,2021-05-22,1086.0,534523.0,11808.0,7756777743.0,8.41332601786783e-05
463,2021-05-23,-665.0,432346.0,9401.0,7756777743.0,6.785755856869858e-05
464,2021-05-24,-1781.0,480512.0,10148.0,7756777743.0,7.503012452886262e-05
465,2021-05-25,832.0,542478.0,11941.0,7757427085.0,8.532313520288796e-05
466,2021-05-26,1272.0,551847.0,11742.0,7756777743.0,8.628157492381047e-05
467,2021-05-27,2238.0,521608.0,11737.0,7749280755.0,8.245642662871879e-05
468,2021-05-28,4365.0,480811.0,11673.0,7749280755.0,7.710922069954091e-05
469,2021-05-29,4843.0,462705.0,10685.0,7756777743.0,7.342675256023511e-05
470,2021-05-30,4407.0,364001.0,8361.0,7756777743.0,5.770579160965912e-05
471,2021-05-31,4461.0,404787.0,9227.0,7756777743.0,6.408034579159657e-05
472,2021-06-01,5424.0,466002.0,10649.0,7756777743.0,7.38053891664793e-05
473,2021-06-02,5619.0,482250.0,10694.0,7756777743.0,7.59580871750137e-05
474,2021-06-03,4166.0,457364.0,10427.0,7756777743.0,7.240558110703109e-05
475,2021-06-04,5728.0,396082.0,9443.0,7756777743.0,6.323656758667037e-05
476,2021-06-05,5881.0,371700.0,9312.0,7756777743.0,5.9924367488738554e-05
477,2021-06-06,4422.0,296639.0,7841.0,7757427085.0,4.834708671966847e-05
478,2021-06-07,4814.0,346020.0,8325.0,7757427085.0,5.5336646454602156e-05
479,2021-06-08,5308.0,396020.0,13956.0,7756777743.0,6.904671214581686e-05
480,2021-06-09,5175.0,433656.0,11318.0,7756777743.0,7.049783017097336e-05
481,2021-06-10,5498.0,416485.0,11702.0,7756777743.0,6.877920415876998e-05
482,2021-06-11,5450.0,401032.0,10452.0,7749280755.0,6.523857064719293e-05
483,2021-06-12,4703.0,354513.0,11019.0,7757427085.0,5.990426914853818e-05
484,2021-06-13,3191.0,278101.0,8169.0,7749280755.0,4.6428954037812506e-05
485,2021-06-14,3809.0,320070.0,7952.0,7756777743.0,5.1514947732079164e-05
486,2021-06-15,4648.0,398218.0,9783.0,7756777743.0,6.395026600416028e-05
487,2021-06-16,4678.0,400775.0,9446.0,7756777743.0,6.384545444104263e-05
488,2021-06-17,3824.0,384429.0,9034.0,7749280755.0,6.126620198831601e-05
489,2021-06-18,4289.0,389358.0,8925.0,7756777743.0,6.170190971784816e-05
490,2021-06-19,3863.0,346841.0,8468.0,7756777743.0,5.563147666431726e-05
491,2021-06-20,2091.0,277578.0,6953.0,7757427085.0,4.4745248159815606e-05
492,2021-06-21,2197.0,324600.0,7103.0,7756777743.0,5.100442646523306e-05
493,2021-06-22,3338.0,407574.0,8342.0,7756777743.0,6.329870679137235e-05
494,2021-06-23,3595.0,438186.0,8646.0,7756777743.0,6.763710620346957e-05
495,2021-06-24,3612.0,401632.0,8343.0,7756777743.0,6.253395624719783e-05
496,2021-06-25,4049.0,403013.0,8541.0,7756777743.0,6.296725472645787e-05
497,2021-06-26,4544.0,357167.0,7657.0,7756777743.0,5.5917162302532145e-05
498,2021-06-27,4072.0,296816.0,6127.0,7756777743.0,4.616427231309417e-05
499,2021-06-28,4166.0,361860.0,6346.0,7756777743.0,5.4832046771460524e-05
500,2021-06-29,3172.0,420169.0,8636.0,7757427085.0,6.529600529271362e-05
501,2021-06-30,4301.0,403907.0,9034.0,7756777743.0,6.371808196335477e-05
502,2021-07-01,5308.0,434916.0,7965.0,7756777743.0,6.633759752422495e-05
503,2021-07-02,5347.0,426636.0,8039.0,7756777743.0,6.536554440502808e-05
504,2021-07-03,6528.0,376554.0,7657.0,7756777743.0,5.841652487837694e-05
505,2021-07-04,6090.0,323517.0,6308.0,7757427085.0,4.983572462415223e-05
506,2021-07-05,6399.0,389835.0,6870.0,7756777743.0,5.911410835688811e-05
507,2021-07-06,6893.0,475073.0,8104.0,7756777743.0,7.169381648221863e-05
508,2021-07-07,6632.0,486375.0,8473.0,7757427085.0,7.362041482855911e-05
509,2021-07-08,6406.0,493083.0,8703.0,7757427085.0,7.478162458293992e-05
510,2021-07-09,6094.0,483094.0,8064.0,7756777743.0,7.267631208187371e-05
511,2021-07-10,7077.0,428288.0,7432.0,7756777743.0,6.479597800176392e-05
512,2021-07-11,6423.0,378734.0,7737.0,7756777743.0,5.880070502362981e-05
513,2021-07-12,6793.0,473856.0,7337.0,7749280755.0,7.061636005985693e-05
514,2021-07-13,6677.0,539361.0,8086.0,7756777743.0,7.995858854660495e-05
515,2021-07-14,7052.0,576579.0,8145.0,7756777743.0,8.483277744986691e-05
516,2021-07-15,7805.0,576221.0,8367.0,7749280755.0,8.515512869684381e-05
517,2021-07-16,7277.0,556321.0,8265.0,7756777743.0,8.237582939341415e-05
518,2021-07-17,7646.0,480130.0,7473.0,7749280755.0,7.160148374311933e-05
519,2021-07-18,8069.0,435787.0,7035.0,7756777743.0,6.525093495901136e-05
520,2021-07-19,7941.0,499120.0,19941.0,7749280755.0,9.014126885895748e-05
521,2021-07-20,4029.0,519066.0,8286.0,7756777743.0,7.760000607767833e-05
522,2021-07-21,4415.0,550750.0,8664.0,7756777743.0,8.217200764521119e-05
523,2021-07-22,5344.0,590006.0,8922.0,7757427085.0,8.755815459914182e-05
524,2021-07-23,5483.0,634045.0,8971.0,7756777743.0,9.33061412843939e-05
525,2021-07-24,6510.0,510326.0,8735.0,7756777743.0,7.705209815240158e-05
526,2021-07-25,6660.0,449432.0,7905.0,7757427085.0,6.812593843413483e-05
527,2021-07-26,7445.0,557336.0,8411.0,7749930097.0,8.276797235220276e-05
528,2021-07-27,7169.0,647011.0,10216.0,7756777743.0,9.658275959706068e-05
529,2021-07-28,7090.0,669402.0,10110.0,7756777743.0,9.933274170390266e-05
530,2021-07-29,7191.0,648367.0,9761.0,7756777743.0,9.617099067627624e-05
531,2021-07-30,6929.0,633968.0,9229.0,7757427085.0,9.362098954230777e-05
532,2021-07-31,7873.0,558433.0,8820.0,7749280755.0,8.344426024089768e-05
533,2021-08-01,7660.0,496973.0,9516.0,7756777743.0,7.633749729832887e-05
534,2021-08-02,7732.0,587103.0,9258.0,7756777743.0,8.762440055902991e-05
535,2021-08-03,8328.0,662912.0,9944.0,7756777743.0,9.82820476824896e-05
536,2021-08-04,8777.0,725478.0,10828.0,7757427085.0,0.00010747867699745192
537,2021-08-05,8284.0,694110.0,10497.0,7756777743.0,0.00010301700351297534
538,2021-08-06,7179.0,662858.0,9793.0,7757427085.0,9.807220766162058e-05
539,2021-08-07,7686.0,612102.0,10181.0,7757427085.0,9.202948247885465e-05
540,2021-08-08,7832.0,522914.0,8567.0,7756777743.0,7.845835218744129e-05
541,2021-08-09,8284.0,587161.0,9381.0,7756777743.0,8.779044889026673e-05
542,2021-08-10,8801.0,689133.0,11145.0,7756777743.0,0.00010321076953925557
543,2021-08-11,8769.0,711388.0,10319.0,7756777743.0,0.00010501499810731396
544,2021-08-12,8555.0,716513.0,10478.0,7756777743.0,0.00010588069262925122
545,2021-08-13,8203.0,674444.0,10065.0,7756777743.0,9.99247401022252e-05
546,2021-08-14,8383.0,608081.0,10405.0,7756777743.0,9.180758087888403e-05
547,2021-08-15,8492.0,538138.0,8869.0,7756777743.0,8.08103597612646e-05
548,2021-08-16,7501.0,608558.0,9454.0,7756777743.0,9.064305092852524e-05
549,2021-08-17,7249.0,729687.0,10792.0,7756777743.0,0.00010798388554524296
550,2021-08-18,7225.0,727335.0,10742.0,7757427085.0,0.00010760719899180336
551,2021-08-19,6748.0,716268.0,10543.0,7756777743.0,0.00010593290503154229
552,2021-08-20,7608.0,671402.0,9896.0,7756777743.0,9.931469297224648e-05
553,2021-08-21,8061.0,588654.0,11089.0,7756777743.0,9.018487098348204e-05
554,2021-08-22,7250.0,542618.0,8718.0,7756777743.0,8.119325071139917e-05
555,2021-08-23,6652.0,610607.0,9635.0,7756777743.0,9.114055132467652e-05
556,2021-08-24,6654.0,715758.0,11117.0,7756777743.0,0.00010660715407841228
557,2021-08-25,7362.0,721903.0,10637.0,7756777743.0,0.00010678055082182339
558,2021-08-26,6946.0,729159.0,10816.0,7756777743.0,0.00010794675672583596
559,2021-08-27,6775.0,671946.0,10103.0,7756777743.0,9.965168857616963e-05
560,2021-08-28,7584.0,578562.0,9218.0,7757427085.0,8.646449301430979e-05
561,2021-08-29,6822.0,504582.0,9567.0,7756777743.0,7.73841948148752e-05
562,2021-08-30,7123.0,558755.0,8554.0,7756777743.0,8.306219687439612e-05
563,2021-08-31,7676.0,671106.0,10412.0,7756777743.0,9.994175747778674e-05
564,2021-09-01,8151.0,679444.0,10079.0,7756777743.0,0.00010058738639303049
565,2021-09-02,7901.0,672066.0,9939.0,7749280755.0,9.955194867630008e-05
566,2021-09-03,7861.0,622106.0,9746.0,7756777743.0,9.276609744933876e-05
567,2021-09-04,8949.0,537620.0,9535.0,7756777743.0,8.160218340292336e-05
568,2021-09-05,8768.0,502574.0,8225.0,7756777743.0,7.539522458636469e-05
569,2021-09-06,7429.0,532807.0,8414.0,7757427085.0,7.952984839431462e-05
570,2021-09-07,6697.0,561877.0,9184.0,7756777743.0,8.427687651485671e-05
571,2021-09-08,7264.0,591362.0,9157.0,7756777743.0,8.804326005296501e-05
572,2021-09-09,7379.0,620720.0,9557.0,7756777743.0,9.234375712858427e-05
573,2021-09-10,7559.0,559267.0,9121.0,7757427085.0,8.385215779311447e-05
574,2021-09-11,8604.0,508347.0,9441.0,7756777743.0,7.770713819200891e-05
575,2021-09-12,7857.0,462727.0,7256.0,7757427085.0,6.900316227722558e-05
576,2021-09-13,6928.0,486081.0,7761.0,7756777743.0,7.267076854286503e-05
577,2021-09-14,6713.0,554807.0,9689.0,7756777743.0,8.401645910096047e-05
578,2021-09-15,6466.0,546141.0,9523.0,7756777743.0,8.268523622180572e-05
579,2021-09-16,5932.0,575659.0,8808.0,7749280755.0,8.565169090973269e-05
580,2021-09-17,6352.0,520097.0,8636.0,7756777743.0,7.818414038577926e-05
581,2021-09-18,7365.0,592380.0,8564.0,7756777743.0,8.741000741085691e-05
582,2021-09-19,6077.0,424295.0,6722.0,7756777743.0,6.336587385703568e-05
583,2021-09-20,6111.0,450056.0,7150.0,7756777743.0,6.723874491191542e-05
584,2021-09-21,5394.0,500755.0,8603.0,7756777743.0,7.564803574906298e-05
585,2021-09-22,5711.0,524903.0,9307.0,7756777743.0,7.966877748401151e-05
586,2021-09-23,6482.0,511901.0,7923.0,7756777743.0,7.620831994747539e-05
587,2021-09-24,6390.0,475919.0,7982.0,7756777743.0,7.164560058479427e-05
588,2021-09-25,7628.0,403960.0,6899.0,7757427085.0,6.096737936660864e-05
589,2021-09-26,7058.0,378805.0,6006.0,7757427085.0,5.6573525627924096e-05
590,2021-09-27,6022.0,432612.0,6941.0,7756777743.0,6.472043116783164e-05
591,2021-09-28,5761.0,468579.0,8669.0,7757427085.0,7.157901633051573e-05
592,2021-09-29,5709.0,474076.0,8253.0,7757427085.0,7.175136728984156e-05
593,2021-09-30,6828.0,481318.0,7530.0,7756777743.0,7.175892083569269e-05
594,2021-10-01,7583.0,439304.0,7495.0,7756777743.0,6.629737463653404e-05
595,2021-10-02,8420.0,344499.0,6160.0,7756777743.0,5.2354084834579486e-05
596,2021-10-03,6640.0,361454.0,5730.0,7749930097.0,5.4033261559623586e-05
597,2021-10-04,6403.0,406737.0,6145.0,7756777743.0,6.0358439485069566e-05
598,2021-10-05,6426.0,451931.0,7701.0,7757427085.0,6.818510753685029e-05
599,2021-10-06,6035.0,452595.0,7551.0,7757427085.0,6.807733984650144e-05
600,2021-10-07,6371.0,447684.0,7052.0,7756777743.0,6.680660670826185e-05
601,2021-10-08,6939.0,424748.0,7609.0,7756777743.0,6.456779046582514e-05
602,2021-10-09,7988.0,360445.0,6201.0,7757427085.0,5.4458133524306276e-05
603,2021-10-10,6427.0,342167.0,5316.0,7749280755.0,5.101466994145575e-05
604,2021-10-11,6006.0,398563.0,5738.0,7756777743.0,5.877994898222521e-05
605,2021-10-12,6135.0,438421.0,7347.0,7756777743.0,6.599273783008017e-05
606,2021-10-13,6295.0,441215.0,7149.0,7756777743.0,6.609767831270965e-05
607,2021-10-14,6006.0,419809.0,6289.0,7756777743.0,6.222931944074396e-05
608,2021-10-15,6735.0,435597.0,7292.0,7757427085.0,6.555227582909341e-05
609,2021-10-16,7897.0,356267.0,6136.0,7756777743.0,5.384026896695369e-05
610,2021-10-17,7056.0,339594.0,5250.0,7756777743.0,5.0548567071402806e-05
611,2021-10-18,5212.0,424411.0,5929.0,7756777743.0,6.235849679159744e-05
612,2021-10-19,5517.0,460875.0,7662.0,7756777743.0,6.929359301097098e-05
613,2021-10-20,6319.0,456396.0,7085.0,7756777743.0,6.797229693422712e-05
614,2021-10-21,6271.0,470656.0,7787.0,7756777743.0,7.071570414596575e-05
615,2021-10-22,6688.0,437513.0,7813.0,7756777743.0,6.647644383846567e-05
616,2021-10-23,7254.0,322527.0,5226.0,7756777743.0,4.8317357080164054e-05
617,2021-10-24,6865.0,345323.0,6090.0,7756777743.0,5.237007085404639e-05
618,2021-10-25,6053.0,448529.0,6427.0,7756777743.0,6.610979674682165e-05
619,2021-10-26,6746.0,503624.0,8797.0,7756777743.0,7.626800968145259e-05
620,2021-10-27,7389.0,482476.0,8476.0,7756777743.0,7.312778821230175e-05
621,2021-10-28,7701.0,471822.0,7435.0,7757427085.0,7.040633370000925e-05
622,2021-10-29,8781.0,480967.0,7478.0,7756777743.0,7.164663194088891e-05
623,2021-10-30,9795.0,364604.0,6238.0,7756777743.0,5.504656883914535e-05
624,2021-10-31,10055.0,334552.0,5631.0,7757427085.0,5.038552031714005e-05
625,2021-11-01,4431.0,456437.0,6323.0,7756777743.0,6.699521595406888e-05
626,2021-11-02,6524.0,480162.0,7802.0,7756777743.0,7.196055095219453e-05
627,2021-11-03,7561.0,511293.0,7761.0,7757427085.0,7.591473223624892e-05
628,2021-11-04,6868.0,508131.0,7622.0,7756777743.0,7.533424565726918e-05
629,2021-11-05,7392.0,482121.0,7832.0,7756777743.0,7.22517801294181e-05
630,2021-11-06,8241.0,389722.0,6441.0,7756777743.0,5.85464757463014e-05
631,2021-11-07,6958.0,361082.0,5729.0,7756777743.0,5.393631400326691e-05
632,2021-11-08,6601.0,539246.0,6986.0,7749280755.0,7.860161726712404e-05
633,2021-11-09,6926.0,539634.0,8112.0,7756777743.0,8.002730264641025e-05
634,2021-11-10,7283.0,558029.0,8085.0,7756777743.0,8.23639687983258e-05
635,2021-11-11,6814.0,507773.0,7093.0,7757427085.0,7.459986328701664e-05
636,2021-11-12,7536.0,528784.0,7859.0,7756777743.0,7.830235957812721e-05
637,2021-11-13,7793.0,427799.0,7016.0,7756777743.0,6.419663119126707e-05
638,2021-11-14,6916.0,388290.0,5704.0,7756777743.0,5.7411726203175295e-05
639,2021-11-15,6726.0,582996.0,6973.0,7756777743.0,8.414911727863336e-05
640,2021-11-16,7103.0,598224.0,8320.0,7757427085.0,8.784149596682932e-05
641,2021-11-17,7102.0,602146.0,7763.0,7756777743.0,8.76363900736301e-05
642,2021-11-18,6946.0,594040.0,7708.0,7756777743.0,8.652046277923113e-05
643,2021-11-19,7918.0,578903.0,8053.0,7756777743.0,8.5013780444476e-05
644,2021-11-20,8425.0,461456.0,6320.0,7756777743.0,6.763839539858787e-05
